품목일련번호,is_capsule,shape,front_color,back_color,path
200300282,1,장방형,red_brown,red_brown,D:/drug/image\200300282.jpg
200500094,1,장방형,black_blue_purple,white,D:/drug/image\200500094.jpg
198100149,1,장방형,red_brown,white,D:/drug/image\198100149.jpg
200200628,1,장방형,red_brown,red_brown,D:/drug/image\200200628.jpg
200100776,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200100776.jpg
200308344,1,장방형,red_brown,red_brown,D:/drug/image\200308344.jpg
200000569,1,장방형,red_brown,red_brown,D:/drug/image\200000569.jpg
199600091,1,장방형,red_brown,red_brown,D:/drug/image\199600091.jpg
200500431,1,장방형,red_brown,red_brown,D:/drug/image\200500431.jpg
200200099,1,장방형,red_brown,white,D:/drug/image\200200099.jpg
200702561,1,장방형,red_brown,red_brown,D:/drug/image\200702561.jpg
199502433,1,장방형,green,yellow,D:/drug/image\199502433.jpg
200808226,1,장방형,green,yellow,D:/drug/image\200808226.jpg
200400387,1,장방형,green,green,D:/drug/image\200400387.jpg
200308481,1,장방형,red_brown,yellow,D:/drug/image\200308481.jpg
199604975,1,장방형,green,red_brown,D:/drug/image\199604975.jpg
200210719,1,장방형,green,red_brown,D:/drug/image\200210719.jpg
200702573,1,장방형,red_brown,red_brown,D:/drug/image\200702573.jpg
200308536,1,장방형,black_blue_purple,white,D:/drug/image\200308536.jpg
200512181,1,장방형,green,white,D:/drug/image\200512181.jpg
200512182,1,장방형,red_brown,white,D:/drug/image\200512182.jpg
200612701,1,타원형,green,green,D:/drug/image\200612701.jpg
200612754,1,장방형,yellow,yellow,D:/drug/image\200612754.jpg
200612598,1,장방형,black_blue_purple,white,D:/drug/image\200612598.jpg
200308480,1,장방형,yellow,yellow,D:/drug/image\200308480.jpg
198000626,1,장방형,red_brown,white,D:/drug/image\198000626.jpg
198000627,1,장방형,red_brown,red_brown,D:/drug/image\198000627.jpg
200000601,1,장방형,red_brown,red_brown,D:/drug/image\200000601.jpg
200610632,1,장방형,black_blue_purple,white,D:/drug/image\200610632.jpg
200610633,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200610633.jpg
200610634,1,장방형,black_blue_purple,yellow,D:/drug/image\200610634.jpg
200400075,1,장방형,green,green,D:/drug/image\200400075.jpg
200400078,1,장방형,black_blue_purple,yellow,D:/drug/image\200400078.jpg
200409973,1,장방형,green,yellow,D:/drug/image\200409973.jpg
200300069,1,장방형,red_brown,red_brown,D:/drug/image\200300069.jpg
200612612,1,장방형,yellow,white,D:/drug/image\200612612.jpg
200200132,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200200132.jpg
200200134,1,장방형,yellow,yellow,D:/drug/image\200200134.jpg
200610630,1,장방형,white,white,D:/drug/image\200610630.jpg
200610631,1,장방형,yellow,white,D:/drug/image\200610631.jpg
200400079,1,장방형,green,green,D:/drug/image\200400079.jpg
198800699,1,장방형,red_brown,white,D:/drug/image\198800699.jpg
199000876,1,장방형,red_brown,yellow,D:/drug/image\199000876.jpg
200511064,1,장방형,white,white,D:/drug/image\200511064.jpg
200511066,1,장방형,yellow,yellow,D:/drug/image\200511066.jpg
200606180,1,장방형,red_brown,red_brown,D:/drug/image\200606180.jpg
200606181,1,장방형,red_brown,red_brown,D:/drug/image\200606181.jpg
200008798,1,장방형,yellow,black_blue_purple,D:/drug/image\200008798.jpg
200708537,1,장방형,black_blue_purple,yellow,D:/drug/image\200708537.jpg
200008771,1,장방형,red_brown,red_brown,D:/drug/image\200008771.jpg
200008772,1,장방형,red_brown,yellow,D:/drug/image\200008772.jpg
200604176,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200604176.jpg
200511036,1,장방형,yellow,yellow,D:/drug/image\200511036.jpg
200410066,1,장방형,white,white,D:/drug/image\200410066.jpg
199403112,1,타원형,black_blue_purple,black_blue_purple,D:/drug/image\199403112.jpg
199504165,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199504165.jpg
199604694,1,장방형,red_brown,yellow,D:/drug/image\199604694.jpg
199203393,1,장방형,green,black_blue_purple,D:/drug/image\199203393.jpg
200610652,1,장방형,black_blue_purple,yellow,D:/drug/image\200610652.jpg
199602451,1,장방형,white,white,D:/drug/image\199602451.jpg
200511055,1,장방형,white,white,D:/drug/image\200511055.jpg
200511056,1,장방형,black_blue_purple,white,D:/drug/image\200511056.jpg
200511057,1,장방형,red_brown,white,D:/drug/image\200511057.jpg
200511058,1,장방형,white,white,D:/drug/image\200511058.jpg
200400083,1,장방형,yellow,yellow,D:/drug/image\200400083.jpg
200000173,1,장방형,yellow,yellow,D:/drug/image\200000173.jpg
200610653,1,타원형,yellow,white,D:/drug/image\200610653.jpg
198800487,1,타원형,red_brown,red_brown,D:/drug/image\198800487.jpg
199700840,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199700840.jpg
198900528,1,장방형,red_brown,red_brown,D:/drug/image\198900528.jpg
199900600,1,타원형,white,white,D:/drug/image\199900600.jpg
200100397,1,장방형,red_brown,red_brown,D:/drug/image\200100397.jpg
199500324,1,장방형,red_brown,black_blue_purple,D:/drug/image\199500324.jpg
200511106,1,장방형,yellow,white,D:/drug/image\200511106.jpg
200511107,1,장방형,red_brown,white,D:/drug/image\200511107.jpg
200511108,1,장방형,white,white,D:/drug/image\200511108.jpg
200603815,1,장방형,white,white,D:/drug/image\200603815.jpg
200610661,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200610661.jpg
200200135,1,장방형,red_brown,red_brown,D:/drug/image\200200135.jpg
200008568,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200008568.jpg
199906840,1,장방형,white,white,D:/drug/image\199906840.jpg
200108384,1,장방형,green,green,D:/drug/image\200108384.jpg
199701035,1,장방형,red_brown,yellow,D:/drug/image\199701035.jpg
200400347,1,장방형,yellow,yellow,D:/drug/image\200400347.jpg
199304304,1,장방형,red_brown,white,D:/drug/image\199304304.jpg
199304303,1,장방형,black_blue_purple,white,D:/drug/image\199304303.jpg
197600036,1,장방형,red_brown,black_blue_purple,D:/drug/image\197600036.jpg
199601062,1,장방형,yellow,yellow,D:/drug/image\199601062.jpg
200702709,1,장방형,green,yellow,D:/drug/image\200702709.jpg
200001407,1,장방형,red_brown,red_brown,D:/drug/image\200001407.jpg
200702769,1,타원형,red_brown,red_brown,D:/drug/image\200702769.jpg
198200184,1,장방형,black_blue_purple,white,D:/drug/image\198200184.jpg
200401222,1,장방형,black_blue_purple,white,D:/drug/image\200401222.jpg
199801158,1,장방형,green,green,D:/drug/image\199801158.jpg
199901117,1,장방형,green,green,D:/drug/image\199901117.jpg
200511277,1,장방형,white,white,D:/drug/image\200511277.jpg
200802618,1,타원형,red_brown,red_brown,D:/drug/image\200802618.jpg
200300867,1,장방형,green,green,D:/drug/image\200300867.jpg
199901118,1,장방형,yellow,yellow,D:/drug/image\199901118.jpg
200101018,1,장방형,black_blue_purple,yellow,D:/drug/image\200101018.jpg
199201006,1,장방형,black_blue_purple,white,D:/drug/image\199201006.jpg
200200921,1,장방형,green,green,D:/drug/image\200200921.jpg
199901116,1,장방형,red_brown,red_brown,D:/drug/image\199901116.jpg
200401219,1,타원형,yellow,yellow,D:/drug/image\200401219.jpg
200700012,1,장방형,green,green,D:/drug/image\200700012.jpg
199601059,1,장방형,yellow,white,D:/drug/image\199601059.jpg
199601061,1,장방형,white,white,D:/drug/image\199601061.jpg
200210304,1,장방형,green,yellow,D:/drug/image\200210304.jpg
199600386,1,장방형,white,white,D:/drug/image\199600386.jpg
200501141,1,장방형,yellow,yellow,D:/drug/image\200501141.jpg
199200869,1,장방형,white,white,D:/drug/image\199200869.jpg
199200870,1,장방형,yellow,yellow,D:/drug/image\199200870.jpg
200300896,1,장방형,green,green,D:/drug/image\200300896.jpg
200802225,1,장방형,red_brown,white,D:/drug/image\200802225.jpg
200607838,1,타원형,red_brown,red_brown,D:/drug/image\200607838.jpg
200808240,1,장방형,yellow,green,D:/drug/image\200808240.jpg
200308353,1,장방형,red_brown,red_brown,D:/drug/image\200308353.jpg
200308354,1,장방형,black_blue_purple,red_brown,D:/drug/image\200308354.jpg
200807360,1,장방형,yellow,yellow,D:/drug/image\200807360.jpg
200300903,1,타원형,red_brown,red_brown,D:/drug/image\200300903.jpg
200501150,1,장방형,red_brown,red_brown,D:/drug/image\200501150.jpg
197100088,1,장방형,black_blue_purple,red_brown,D:/drug/image\197100088.jpg
200500171,1,장방형,green,green,D:/drug/image\200500171.jpg
200300212,1,장방형,black_blue_purple,white,D:/drug/image\200300212.jpg
200500314,1,장방형,green,yellow,D:/drug/image\200500314.jpg
199600199,1,장방형,green,green,D:/drug/image\199600199.jpg
200410603,1,타원형,yellow,yellow,D:/drug/image\200410603.jpg
200410509,1,장방형,black_blue_purple,white,D:/drug/image\200410509.jpg
200410363,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200410363.jpg
199701393,1,타원형,black_blue_purple,black_blue_purple,D:/drug/image\199701393.jpg
199304443,1,장방형,green,red_brown,D:/drug/image\199304443.jpg
200100244,1,장방형,red_brown,red_brown,D:/drug/image\200100244.jpg
200101728,1,장방형,white,white,D:/drug/image\200101728.jpg
199500386,1,타원형,yellow,yellow,D:/drug/image\199500386.jpg
198200135,1,장방형,white,white,D:/drug/image\198200135.jpg
200410502,1,장방형,green,yellow,D:/drug/image\200410502.jpg
200300217,1,장방형,green,green,D:/drug/image\200300217.jpg
198000147,1,장방형,white,white,D:/drug/image\198000147.jpg
198600289,1,장방형,black_blue_purple,white,D:/drug/image\198600289.jpg
199800553,1,장방형,white,white,D:/drug/image\199800553.jpg
198400182,1,장방형,white,white,D:/drug/image\198400182.jpg
198500226,1,장방형,yellow,yellow,D:/drug/image\198500226.jpg
200400217,1,장방형,yellow,white,D:/drug/image\200400217.jpg
200500309,1,장방형,white,white,D:/drug/image\200500309.jpg
200500310,1,장방형,yellow,yellow,D:/drug/image\200500310.jpg
200511383,1,장방형,red_brown,yellow,D:/drug/image\200511383.jpg
200612341,1,장방형,red_brown,red_brown,D:/drug/image\200612341.jpg
200400129,1,장방형,black_blue_purple,red_brown,D:/drug/image\200400129.jpg
200300206,1,장방형,green,yellow,D:/drug/image\200300206.jpg
200511384,1,장방형,red_brown,yellow,D:/drug/image\200511384.jpg
200400548,1,장방형,green,green,D:/drug/image\200400548.jpg
200000801,1,장방형,green,red_brown,D:/drug/image\200000801.jpg
200300461,1,장방형,yellow,yellow,D:/drug/image\200300461.jpg
200605374,1,장방형,red_brown,red_brown,D:/drug/image\200605374.jpg
199800979,1,장방형,green,white,D:/drug/image\199800979.jpg
200500196,1,장방형,red_brown,red_brown,D:/drug/image\200500196.jpg
199900353,1,장방형,red_brown,red_brown,D:/drug/image\199900353.jpg
198600282,1,장방형,white,white,D:/drug/image\198600282.jpg
200400143,1,장방형,green,green,D:/drug/image\200400143.jpg
200300262,1,장방형,black_blue_purple,white,D:/drug/image\200300262.jpg
200200343,1,장방형,green,white,D:/drug/image\200200343.jpg
200512240,1,장방형,white,white,D:/drug/image\200512240.jpg
200100857,1,장방형,yellow,white,D:/drug/image\200100857.jpg
199800785,1,장방형,green,white,D:/drug/image\199800785.jpg
199200876,1,장방형,black_blue_purple,white,D:/drug/image\199200876.jpg
200400384,1,장방형,green,green,D:/drug/image\200400384.jpg
200200766,1,장방형,black_blue_purple,white,D:/drug/image\200200766.jpg
200100418,1,장방형,white,white,D:/drug/image\200100418.jpg
200400372,1,장방형,red_brown,yellow,D:/drug/image\200400372.jpg
200200373,1,장방형,white,white,D:/drug/image\200200373.jpg
199300766,1,장방형,red_brown,red_brown,D:/drug/image\199300766.jpg
199701129,1,타원형,yellow,yellow,D:/drug/image\199701129.jpg
200000596,1,장방형,red_brown,red_brown,D:/drug/image\200000596.jpg
199800976,1,장방형,green,white,D:/drug/image\199800976.jpg
200600207,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200600207.jpg
200001267,1,장방형,green,white,D:/drug/image\200001267.jpg
199400579,1,장방형,red_brown,white,D:/drug/image\199400579.jpg
199400586,1,장방형,red_brown,white,D:/drug/image\199400586.jpg
200400519,1,장방형,yellow,yellow,D:/drug/image\200400519.jpg
199100626,1,장방형,green,white,D:/drug/image\199100626.jpg
199900260,1,타원형,yellow,yellow,D:/drug/image\199900260.jpg
200300431,1,장방형,white,white,D:/drug/image\200300431.jpg
200200322,1,장방형,white,white,D:/drug/image\200200322.jpg
198800445,1,장방형,black_blue_purple,white,D:/drug/image\198800445.jpg
199700811,1,장방형,white,white,D:/drug/image\199700811.jpg
200300251,1,장방형,green,yellow,D:/drug/image\200300251.jpg
199300414,1,장방형,black_blue_purple,white,D:/drug/image\199300414.jpg
198100081,1,장방형,red_brown,black_blue_purple,D:/drug/image\198100081.jpg
198500191,1,장방형,red_brown,yellow,D:/drug/image\198500191.jpg
198300132,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\198300132.jpg
200400559,1,장방형,white,white,D:/drug/image\200400559.jpg
200000934,1,장방형,green,green,D:/drug/image\200000934.jpg
200300462,1,장방형,green,green,D:/drug/image\200300462.jpg
200400561,1,장방형,black_blue_purple,white,D:/drug/image\200400561.jpg
200500386,1,장방형,yellow,yellow,D:/drug/image\200500386.jpg
200500388,1,장방형,green,yellow,D:/drug/image\200500388.jpg
200500389,1,장방형,white,white,D:/drug/image\200500389.jpg
199800446,1,장방형,yellow,yellow,D:/drug/image\199800446.jpg
199300406,1,장방형,black_blue_purple,white,D:/drug/image\199300406.jpg
197500140,1,장방형,green,green,D:/drug/image\197500140.jpg
200000936,1,장방형,green,green,D:/drug/image\200000936.jpg
200000495,1,장방형,red_brown,red_brown,D:/drug/image\200000495.jpg
200200826,1,타원형,red_brown,red_brown,D:/drug/image\200200826.jpg
200401093,1,장방형,yellow,yellow,D:/drug/image\200401093.jpg
200300757,1,장방형,green,white,D:/drug/image\200300757.jpg
200300762,1,타원형,red_brown,red_brown,D:/drug/image\200300762.jpg
200703308,1,장방형,red_brown,red_brown,D:/drug/image\200703308.jpg
198800284,1,장방형,white,white,D:/drug/image\198800284.jpg
199400333,1,장방형,black_blue_purple,white,D:/drug/image\199400333.jpg
199900755,1,장방형,red_brown,white,D:/drug/image\199900755.jpg
200400925,1,장방형,red_brown,red_brown,D:/drug/image\200400925.jpg
200110047,1,장방형,yellow,yellow,D:/drug/image\200110047.jpg
200400804,1,장방형,yellow,yellow,D:/drug/image\200400804.jpg
200100602,1,장방형,green,white,D:/drug/image\200100602.jpg
200411018,1,장방형,black_blue_purple,white,D:/drug/image\200411018.jpg
198800286,1,장방형,green,yellow,D:/drug/image\198800286.jpg
199000272,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199000272.jpg
198900504,1,장방형,white,white,D:/drug/image\198900504.jpg
200400272,1,장방형,green,green,D:/drug/image\200400272.jpg
200400275,1,장방형,yellow,yellow,D:/drug/image\200400275.jpg
198500668,1,장방형,black_blue_purple,green,D:/drug/image\198500668.jpg
200500587,1,장방형,red_brown,red_brown,D:/drug/image\200500587.jpg
199300384,1,장방형,red_brown,yellow,D:/drug/image\199300384.jpg
200000908,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200000908.jpg
199907311,1,장방형,white,white,D:/drug/image\199907311.jpg
200210756,1,장방형,white,white,D:/drug/image\200210756.jpg
199900914,1,장방형,yellow,yellow,D:/drug/image\199900914.jpg
200300769,1,장방형,green,yellow,D:/drug/image\200300769.jpg
200401082,1,장방형,green,green,D:/drug/image\200401082.jpg
198800752,1,장방형,red_brown,red_brown,D:/drug/image\198800752.jpg
200100714,1,장방형,yellow,yellow,D:/drug/image\200100714.jpg
200400684,1,장방형,green,green,D:/drug/image\200400684.jpg
199600913,1,장방형,yellow,yellow,D:/drug/image\199600913.jpg
200100906,1,장방형,yellow,yellow,D:/drug/image\200100906.jpg
200501103,1,장방형,red_brown,red_brown,D:/drug/image\200501103.jpg
200401009,1,장방형,yellow,yellow,D:/drug/image\200401009.jpg
200605401,1,장방형,red_brown,red_brown,D:/drug/image\200605401.jpg
199200936,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199200936.jpg
200607775,1,장방형,red_brown,red_brown,D:/drug/image\200607775.jpg
198000304,1,장방형,green,white,D:/drug/image\198000304.jpg
199600953,1,타원형,yellow,yellow,D:/drug/image\199600953.jpg
199500537,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199500537.jpg
200300496,1,장방형,yellow,yellow,D:/drug/image\200300496.jpg
200001003,1,장방형,red_brown,red_brown,D:/drug/image\200001003.jpg
200401005,1,장방형,green,green,D:/drug/image\200401005.jpg
198600410,1,장방형,black_blue_purple,white,D:/drug/image\198600410.jpg
200300503,1,장방형,red_brown,yellow,D:/drug/image\200300503.jpg
200400668,1,장방형,green,green,D:/drug/image\200400668.jpg
200100921,1,장방형,black_blue_purple,yellow,D:/drug/image\200100921.jpg
198700493,1,장방형,white,white,D:/drug/image\198700493.jpg
200500993,1,장방형,white,white,D:/drug/image\200500993.jpg
198700495,1,장방형,green,white,D:/drug/image\198700495.jpg
199100998,1,장방형,green,white,D:/drug/image\199100998.jpg
200300808,1,타원형,yellow,yellow,D:/drug/image\200300808.jpg
200401294,1,장방형,red_brown,red_brown,D:/drug/image\200401294.jpg
200300806,1,장방형,black_blue_purple,white,D:/drug/image\200300806.jpg
200101076,1,장방형,black_blue_purple,white,D:/drug/image\200101076.jpg
200501206,1,타원형,yellow,yellow,D:/drug/image\200501206.jpg
200101095,1,장방형,yellow,yellow,D:/drug/image\200101095.jpg
200201023,1,장방형,red_brown,red_brown,D:/drug/image\200201023.jpg
200001493,1,장방형,green,white,D:/drug/image\200001493.jpg
199802344,1,장방형,green,green,D:/drug/image\199802344.jpg
200501221,1,장방형,red_brown,red_brown,D:/drug/image\200501221.jpg
200501232,1,장방형,red_brown,red_brown,D:/drug/image\200501232.jpg
199701225,1,장방형,red_brown,red_brown,D:/drug/image\199701225.jpg
199000990,1,장방형,green,green,D:/drug/image\199000990.jpg
198300461,1,장방형,green,white,D:/drug/image\198300461.jpg
198300462,1,장방형,yellow,yellow,D:/drug/image\198300462.jpg
199901497,1,장방형,red_brown,white,D:/drug/image\199901497.jpg
199600977,1,장방형,black_blue_purple,white,D:/drug/image\199600977.jpg
199600978,1,장방형,red_brown,red_brown,D:/drug/image\199600978.jpg
200300785,1,장방형,green,green,D:/drug/image\200300785.jpg
200604236,1,장방형,green,green,D:/drug/image\200604236.jpg
200101068,1,장방형,red_brown,white,D:/drug/image\200101068.jpg
200501067,1,장방형,white,white,D:/drug/image\200501067.jpg
199400798,1,장방형,black_blue_purple,white,D:/drug/image\199400798.jpg
200401122,1,장방형,red_brown,red_brown,D:/drug/image\200401122.jpg
197200091,1,장방형,yellow,yellow,D:/drug/image\197200091.jpg
199700693,1,장방형,red_brown,white,D:/drug/image\199700693.jpg
199701011,1,장방형,green,white,D:/drug/image\199701011.jpg
199701012,1,장방형,black_blue_purple,white,D:/drug/image\199701012.jpg
197800212,1,장방형,white,white,D:/drug/image\197800212.jpg
199500822,1,타원형,green,green,D:/drug/image\199500822.jpg
200400821,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200400821.jpg
200400822,1,장방형,red_brown,green,D:/drug/image\200400822.jpg
199900780,1,장방형,red_brown,yellow,D:/drug/image\199900780.jpg
200300598,1,장방형,yellow,yellow,D:/drug/image\200300598.jpg
199701257,1,장방형,white,white,D:/drug/image\199701257.jpg
198800788,1,장방형,yellow,yellow,D:/drug/image\198800788.jpg
199601055,1,장방형,red_brown,red_brown,D:/drug/image\199601055.jpg
200400151,1,장방형,green,yellow,D:/drug/image\200400151.jpg
200500213,1,장방형,white,white,D:/drug/image\200500213.jpg
200500215,1,장방형,yellow,yellow,D:/drug/image\200500215.jpg
199301099,1,장방형,green,green,D:/drug/image\199301099.jpg
200500227,1,장방형,yellow,white,D:/drug/image\200500227.jpg
199401165,1,장방형,black_blue_purple,white,D:/drug/image\199401165.jpg
199500827,1,타원형,green,green,D:/drug/image\199500827.jpg
199701303,1,장방형,red_brown,white,D:/drug/image\199701303.jpg
199301220,1,장방형,white,white,D:/drug/image\199301220.jpg
199001012,1,장방형,yellow,yellow,D:/drug/image\199001012.jpg
200604249,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200604249.jpg
200300929,1,장방형,yellow,yellow,D:/drug/image\200300929.jpg
200300932,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200300932.jpg
199801222,1,장방형,black_blue_purple,white,D:/drug/image\199801222.jpg
200301201,1,타원형,yellow,yellow,D:/drug/image\200301201.jpg
200301216,1,장방형,red_brown,red_brown,D:/drug/image\200301216.jpg
200501168,1,장방형,yellow,white,D:/drug/image\200501168.jpg
199901458,1,장방형,green,white,D:/drug/image\199901458.jpg
200401304,1,타원형,green,green,D:/drug/image\200401304.jpg
200401318,1,장방형,red_brown,red_brown,D:/drug/image\200401318.jpg
200501215,1,장방형,red_brown,yellow,D:/drug/image\200501215.jpg
198600628,1,장방형,red_brown,white,D:/drug/image\198600628.jpg
200200972,1,장방형,red_brown,red_brown,D:/drug/image\200200972.jpg
199701347,1,장방형,green,green,D:/drug/image\199701347.jpg
199801292,1,타원형,yellow,yellow,D:/drug/image\199801292.jpg
200101569,1,장방형,black_blue_purple,white,D:/drug/image\200101569.jpg
200101575,1,장방형,yellow,yellow,D:/drug/image\200101575.jpg
200501183,1,장방형,green,green,D:/drug/image\200501183.jpg
199801576,1,장방형,red_brown,red_brown,D:/drug/image\199801576.jpg
197800293,1,장방형,green,white,D:/drug/image\197800293.jpg
200401366,1,장방형,green,yellow,D:/drug/image\200401366.jpg
200301019,1,장방형,green,green,D:/drug/image\200301019.jpg
200100987,1,타원형,white,white,D:/drug/image\200100987.jpg
200001931,1,장방형,yellow,yellow,D:/drug/image\200001931.jpg
198600877,1,장방형,red_brown,white,D:/drug/image\198600877.jpg
200101162,1,장방형,black_blue_purple,white,D:/drug/image\200101162.jpg
200605407,1,장방형,red_brown,red_brown,D:/drug/image\200605407.jpg
197500274,1,장방형,red_brown,red_brown,D:/drug/image\197500274.jpg
199701416,1,타원형,green,green,D:/drug/image\199701416.jpg
198801103,1,장방형,red_brown,yellow,D:/drug/image\198801103.jpg
199701654,1,장방형,red_brown,white,D:/drug/image\199701654.jpg
199201155,1,장방형,black_blue_purple,white,D:/drug/image\199201155.jpg
198800856,1,장방형,green,red_brown,D:/drug/image\198800856.jpg
