품목일련번호,is_capsule,shape,front_color,back_color,path
200500713,0,타원형,white,white,D:/drug/image\200500713.jpg
200600170,1,타원형,yellow,yellow,D:/drug/image\200600170.jpg
200600172,0,원형,green,green,D:/drug/image\200600172.jpg
200300572,0,원형,white,white,D:/drug/image\200300572.jpg
200600173,0,장방형,red_brown,red_brown,D:/drug/image\200600173.jpg
200600174,1,장방형,red_brown,red_brown,D:/drug/image\200600174.jpg
200400772,1,장방형,red_brown,red_brown,D:/drug/image\200400772.jpg
200300660,0,타원형,red_brown,red_brown,D:/drug/image\200300660.jpg
200400920,0,원형,white,white,D:/drug/image\200400920.jpg
200604199,0,각형,white,white,D:/drug/image\200604199.jpg
198900344,0,원형,black_blue_purple,black_blue_purple,D:/drug/image\198900344.jpg
199000363,0,장방형,white,white,D:/drug/image\199000363.jpg
197700137,0,원형,red_brown,red_brown,D:/drug/image\197700137.jpg
196200046,0,원형,black_blue_purple,black_blue_purple,D:/drug/image\196200046.jpg
198700581,0,장방형,yellow,yellow,D:/drug/image\198700581.jpg
200300286,0,타원형,yellow,yellow,D:/drug/image\200300286.jpg
199700553,0,각형,red_brown,red_brown,D:/drug/image\199700553.jpg
200000560,0,타원형,white,white,D:/drug/image\200000560.jpg
200500776,0,원형,white,white,D:/drug/image\200500776.jpg
200400910,0,타원형,yellow,yellow,D:/drug/image\200400910.jpg
200400913,0,원형,yellow,yellow,D:/drug/image\200400913.jpg
200400914,1,장방형,black_blue_purple,white,D:/drug/image\200400914.jpg
200500872,0,원형,white,white,D:/drug/image\200500872.jpg
200803828,0,장방형,yellow,yellow,D:/drug/image\200803828.jpg
200400930,0,장방형,yellow,yellow,D:/drug/image\200400930.jpg
200400733,1,장방형,black_blue_purple,white,D:/drug/image\200400733.jpg
200308476,0,원형,yellow,yellow,D:/drug/image\200308476.jpg
200512148,0,기타,white,white,D:/drug/image\200512148.jpg
199604623,0,원형,red_brown,red_brown,D:/drug/image\199604623.jpg
200307659,0,타원형,white,white,D:/drug/image\200307659.jpg
200409940,0,장방형,white,white,D:/drug/image\200409940.jpg
197800021,0,장방형,red_brown,red_brown,D:/drug/image\197800021.jpg
200805428,0,타원형,red_brown,red_brown,D:/drug/image\200805428.jpg
200803800,0,타원형,white,white,D:/drug/image\200803800.jpg
197800009,0,타원형,yellow,yellow,D:/drug/image\197800009.jpg
200008989,0,원형,white,white,D:/drug/image\200008989.jpg
200008990,0,각형,yellow,yellow,D:/drug/image\200008990.jpg
200400336,1,장방형,black_blue_purple,white,D:/drug/image\200400336.jpg
200300283,0,타원형,yellow,yellow,D:/drug/image\200300283.jpg
200500435,1,장방형,red_brown,red_brown,D:/drug/image\200500435.jpg
200300284,0,기타,green,green,D:/drug/image\200300284.jpg
200500437,1,장방형,red_brown,red_brown,D:/drug/image\200500437.jpg
196900043,0,원형,green,green,D:/drug/image\196900043.jpg
200100392,0,원형,green,green,D:/drug/image\200100392.jpg
200600084,0,원형,white,white,D:/drug/image\200600084.jpg
200300551,0,타원형,yellow,yellow,D:/drug/image\200300551.jpg
199900723,1,타원형,green,green,D:/drug/image\199900723.jpg
200400738,1,장방형,red_brown,red_brown,D:/drug/image\200400738.jpg
198300374,1,장방형,red_brown,yellow,D:/drug/image\198300374.jpg
200100779,0,원형,white,white,D:/drug/image\200100779.jpg
200100780,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200100780.jpg
200400752,0,원형,green,green,D:/drug/image\200400752.jpg
200400753,1,장방형,yellow,yellow,D:/drug/image\200400753.jpg
200400757,1,장방형,black_blue_purple,white,D:/drug/image\200400757.jpg
198500436,1,장방형,red_brown,red_brown,D:/drug/image\198500436.jpg
197700126,0,타원형,white,white,D:/drug/image\197700126.jpg
198700516,0,장방형,green,green,D:/drug/image\198700516.jpg
200200631,1,장방형,yellow,white,D:/drug/image\200200631.jpg
200400763,0,타원형,red_brown,red_brown,D:/drug/image\200400763.jpg
200200642,0,원형,white,white,D:/drug/image\200200642.jpg
200400766,1,장방형,red_brown,red_brown,D:/drug/image\200400766.jpg
200500721,1,장방형,green,green,D:/drug/image\200500721.jpg
199100413,1,장방형,red_brown,white,D:/drug/image\199100413.jpg
199400362,0,장방형,white,white,D:/drug/image\199400362.jpg
200603930,0,원형,white,white,D:/drug/image\200603930.jpg
199700548,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\199700548.jpg
200000548,0,원형,white,white,D:/drug/image\200000548.jpg
200200327,0,장방형,white,white,D:/drug/image\200200327.jpg
200300268,0,타원형,white,white,D:/drug/image\200300268.jpg
200300269,1,장방형,green,yellow,D:/drug/image\200300269.jpg
196400005,0,원형,white,white,D:/drug/image\196400005.jpg
200401321,0,장방형,white,white,D:/drug/image\200401321.jpg
200404889,1,장방형,green,yellow,D:/drug/image\200404889.jpg
199906848,0,장방형,red_brown,red_brown,D:/drug/image\199906848.jpg
200108423,0,원형,yellow,yellow,D:/drug/image\200108423.jpg
200108424,0,원형,yellow,yellow,D:/drug/image\200108424.jpg
200108425,0,원형,yellow,yellow,D:/drug/image\200108425.jpg
200008591,0,원형,white,white,D:/drug/image\200008591.jpg
200108428,1,장방형,yellow,yellow,D:/drug/image\200108428.jpg
200108429,0,원형,white,white,D:/drug/image\200108429.jpg
200702448,0,원형,white,white,D:/drug/image\200702448.jpg
200702509,0,장방형,white,white,D:/drug/image\200702509.jpg
200808211,1,장방형,green,yellow,D:/drug/image\200808211.jpg
199200144,0,원형,black_blue_purple,black_blue_purple,D:/drug/image\199200144.jpg
198800060,1,장방형,red_brown,red_brown,D:/drug/image\198800060.jpg
199000049,0,원형,white,white,D:/drug/image\199000049.jpg
199400050,0,원형,red_brown,red_brown,D:/drug/image\199400050.jpg
200300409,0,기타,green,green,D:/drug/image\200300409.jpg
199300120,0,원형,white,white,D:/drug/image\199300120.jpg
199300124,0,원형,white,white,D:/drug/image\199300124.jpg
199300848,0,원형,red_brown,red_brown,D:/drug/image\199300848.jpg
200710140,0,원형,red_brown,red_brown,D:/drug/image\200710140.jpg
200000067,0,원형,white,white,D:/drug/image\200000067.jpg
199500050,0,원형,green,green,D:/drug/image\199500050.jpg
199600087,1,장방형,yellow,yellow,D:/drug/image\199600087.jpg
199600089,0,원형,white,white,D:/drug/image\199600089.jpg
199600090,0,각형,white,white,D:/drug/image\199600090.jpg
199200163,0,원형,green,green,D:/drug/image\199200163.jpg
199400069,1,장방형,yellow,yellow,D:/drug/image\199400069.jpg
198500032,0,장방형,yellow,yellow,D:/drug/image\198500032.jpg
199200165,0,장방형,yellow,yellow,D:/drug/image\199200165.jpg
199400070,0,원형,yellow,yellow,D:/drug/image\199400070.jpg
200808210,0,장방형,yellow,yellow,D:/drug/image\200808210.jpg
200308338,0,타원형,yellow,yellow,D:/drug/image\200308338.jpg
200308340,0,타원형,yellow,yellow,D:/drug/image\200308340.jpg
200100769,1,장방형,yellow,white,D:/drug/image\200100769.jpg
200300281,1,장방형,yellow,yellow,D:/drug/image\200300281.jpg
200300282,1,장방형,red_brown,red_brown,D:/drug/image\200300282.jpg
200400325,0,장방형,yellow,yellow,D:/drug/image\200400325.jpg
200400326,0,장방형,green,green,D:/drug/image\200400326.jpg
199700106,0,원형,white,white,D:/drug/image\199700106.jpg
200308341,0,원형,red_brown,red_brown,D:/drug/image\200308341.jpg
200410519,0,장방형,white,white,D:/drug/image\200410519.jpg
200308343,0,원형,white,white,D:/drug/image\200308343.jpg
199700120,0,장방형,white,white,D:/drug/image\199700120.jpg
200400329,0,원형,white,white,D:/drug/image\200400329.jpg
198700059,0,장방형,white,white,D:/drug/image\198700059.jpg
199800046,0,원형,white,white,D:/drug/image\199800046.jpg
198700060,0,원형,green,green,D:/drug/image\198700060.jpg
200700890,0,원형,green,green,D:/drug/image\200700890.jpg
200702615,0,원형,white,white,D:/drug/image\200702615.jpg
200500094,1,장방형,black_blue_purple,white,D:/drug/image\200500094.jpg
198100149,1,장방형,red_brown,white,D:/drug/image\198100149.jpg
200807361,0,원형,red_brown,red_brown,D:/drug/image\200807361.jpg
198900638,0,원형,white,white,D:/drug/image\198900638.jpg
200308337,0,원형,red_brown,red_brown,D:/drug/image\200308337.jpg
200001471,0,원형,white,white,D:/drug/image\200001471.jpg
200200628,1,장방형,red_brown,red_brown,D:/drug/image\200200628.jpg
198100158,0,원형,white,white,D:/drug/image\198100158.jpg
200100776,1,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200100776.jpg
199100750,0,원형,white,white,D:/drug/image\199100750.jpg
199000710,0,원형,white,white,D:/drug/image\199000710.jpg
199300849,0,장방형,green,green,D:/drug/image\199300849.jpg
200308344,1,장방형,red_brown,red_brown,D:/drug/image\200308344.jpg
200000569,1,장방형,red_brown,red_brown,D:/drug/image\200000569.jpg
199800473,0,원형,red_brown,red_brown,D:/drug/image\199800473.jpg
200300057,0,원형,white,white,D:/drug/image\200300057.jpg
200400063,0,기타,green,green,D:/drug/image\200400063.jpg
200400065,0,원형,white,white,D:/drug/image\200400065.jpg
199600091,1,장방형,red_brown,red_brown,D:/drug/image\199600091.jpg
200500431,1,장방형,red_brown,red_brown,D:/drug/image\200500431.jpg
200500433,0,타원형,yellow,yellow,D:/drug/image\200500433.jpg
200700849,0,장방형,white,white,D:/drug/image\200700849.jpg
199900053,0,장방형,yellow,yellow,D:/drug/image\199900053.jpg
200702328,0,원형,white,white,D:/drug/image\200702328.jpg
200200099,1,장방형,red_brown,white,D:/drug/image\200200099.jpg
200200100,0,장방형,black_blue_purple,black_blue_purple,D:/drug/image\200200100.jpg
196000003,0,원형,yellow,yellow,D:/drug/image\196000003.jpg
200512147,0,기타,white,white,D:/drug/image\200512147.jpg
197000211,0,원형,yellow,yellow,D:/drug/image\197000211.jpg
198902790,0,타원형,yellow,yellow,D:/drug/image\198902790.jpg
200109941,0,타원형,white,white,D:/drug/image\200109941.jpg
200501531,0,타원형,white,white,D:/drug/image\200501531.jpg
200811013,0,타원형,white,white,D:/drug/image\200811013.jpg
200808219,0,타원형,red_brown,red_brown,D:/drug/image\200808219.jpg
199400704,0,원형,white,white,D:/drug/image\199400704.jpg
200702561,1,장방형,red_brown,red_brown,D:/drug/image\200702561.jpg
200805924,0,장방형,green,green,D:/drug/image\200805924.jpg
200808241,0,타원형,black_blue_purple,black_blue_purple,D:/drug/image\200808241.jpg
199502433,1,장방형,green,yellow,D:/drug/image\199502433.jpg
200702692,0,원형,white,white,D:/drug/image\200702692.jpg
200702739,0,원형,white,white,D:/drug/image\200702739.jpg
200808226,1,장방형,green,yellow,D:/drug/image\200808226.jpg
198501803,0,원형,yellow,yellow,D:/drug/image\198501803.jpg
198702203,0,타원형,white,white,D:/drug/image\198702203.jpg
200100424,0,원형,white,white,D:/drug/image\200100424.jpg
200200375,0,원형,white,white,D:/drug/image\200200375.jpg
200300308,0,타원형,yellow,yellow,D:/drug/image\200300308.jpg
200400387,1,장방형,green,green,D:/drug/image\200400387.jpg
200400388,0,타원형,yellow,yellow,D:/drug/image\200400388.jpg
200308481,1,장방형,red_brown,yellow,D:/drug/image\200308481.jpg
198500245,0,원형,yellow,yellow,D:/drug/image\198500245.jpg
199100471,0,원형,white,white,D:/drug/image\199100471.jpg
200600094,0,원형,yellow,yellow,D:/drug/image\200600094.jpg
197900544,0,원형,yellow,yellow,D:/drug/image\197900544.jpg
200702802,0,원형,yellow,yellow,D:/drug/image\200702802.jpg
200702584,0,장방형,white,white,D:/drug/image\200702584.jpg
200702385,0,원형,red_brown,red_brown,D:/drug/image\200702385.jpg
200702572,0,원형,white,white,D:/drug/image\200702572.jpg
200703825,0,원형,white,white,D:/drug/image\200703825.jpg
200702525,0,장방형,yellow,yellow,D:/drug/image\200702525.jpg
200612728,0,원형,white,white,D:/drug/image\200612728.jpg
200108672,0,원형,white,white,D:/drug/image\200108672.jpg
200209392,0,원형,white,white,D:/drug/image\200209392.jpg
200209393,0,원형,white,white,D:/drug/image\200209393.jpg
200612599,0,원형,white,white,D:/drug/image\200612599.jpg
200009386,0,원형,white,white,D:/drug/image\200009386.jpg
200109958,0,원형,white,white,D:/drug/image\200109958.jpg
200512162,0,기타,white,white,D:/drug/image\200512162.jpg
200605325,0,각형,white,white,D:/drug/image\200605325.jpg
200209391,0,원형,white,white,D:/drug/image\200209391.jpg
199604975,1,장방형,green,red_brown,D:/drug/image\199604975.jpg
200605327,0,기타,white,white,D:/drug/image\200605327.jpg
200605329,0,기타,white,white,D:/drug/image\200605329.jpg
200605330,0,기타,white,white,D:/drug/image\200605330.jpg
200605331,0,기타,white,white,D:/drug/image\200605331.jpg
200606263,0,기타,white,white,D:/drug/image\200606263.jpg
200009388,0,원형,yellow,yellow,D:/drug/image\200009388.jpg
200610878,0,장방형,white,white,D:/drug/image\200610878.jpg
200210719,1,장방형,green,red_brown,D:/drug/image\200210719.jpg
200308509,0,원형,white,white,D:/drug/image\200308509.jpg
200308510,0,원형,white,white,D:/drug/image\200308510.jpg
200604158,0,원형,white,white,D:/drug/image\200604158.jpg
200512177,0,기타,white,white,D:/drug/image\200512177.jpg
200604159,0,원형,white,white,D:/drug/image\200604159.jpg
200604160,0,원형,white,white,D:/drug/image\200604160.jpg
197700537,0,원형,red_brown,red_brown,D:/drug/image\197700537.jpg
199600107,0,장방형,yellow,yellow,D:/drug/image\199600107.jpg
200108678,0,기타,yellow,yellow,D:/drug/image\200108678.jpg
200209622,0,원형,white,white,D:/drug/image\200209622.jpg
198100697,0,원형,green,green,D:/drug/image\198100697.jpg
198301310,0,원형,white,white,D:/drug/image\198301310.jpg
198501802,0,원형,yellow,yellow,D:/drug/image\198501802.jpg
200209427,0,원형,white,white,D:/drug/image\200209427.jpg
200410868,0,타원형,black_blue_purple,black_blue_purple,D:/drug/image\200410868.jpg
200702573,1,장방형,red_brown,red_brown,D:/drug/image\200702573.jpg
199400394,0,원형,red_brown,red_brown,D:/drug/image\199400394.jpg
200308536,1,장방형,black_blue_purple,white,D:/drug/image\200308536.jpg
200512181,1,장방형,green,white,D:/drug/image\200512181.jpg
200512182,1,장방형,red_brown,white,D:/drug/image\200512182.jpg
200200377,0,원형,white,white,D:/drug/image\200200377.jpg
200108414,0,원형,yellow,yellow,D:/drug/image\200108414.jpg
200108415,0,원형,white,white,D:/drug/image\200108415.jpg
200612611,0,장방형,green,green,D:/drug/image\200612611.jpg
199704229,0,원형,white,white,D:/drug/image\199704229.jpg
199704231,0,원형,white,white,D:/drug/image\199704231.jpg
200811008,0,장방형,green,green,D:/drug/image\200811008.jpg
200300162,0,타원형,red_brown,red_brown,D:/drug/image\200300162.jpg
200300313,0,기타,green,green,D:/drug/image\200300313.jpg
200604164,0,기타,white,white,D:/drug/image\200604164.jpg
200612701,1,타원형,green,green,D:/drug/image\200612701.jpg
200612754,1,장방형,yellow,yellow,D:/drug/image\200612754.jpg
200612598,1,장방형,black_blue_purple,white,D:/drug/image\200612598.jpg
198500241,0,원형,white,white,D:/drug/image\198500241.jpg
198702205,0,원형,yellow,yellow,D:/drug/image\198702205.jpg
199403293,0,원형,yellow,yellow,D:/drug/image\199403293.jpg
200308480,1,장방형,yellow,yellow,D:/drug/image\200308480.jpg
199800514,0,원형,white,white,D:/drug/image\199800514.jpg
198000626,1,장방형,red_brown,white,D:/drug/image\198000626.jpg
198000627,1,장방형,red_brown,red_brown,D:/drug/image\198000627.jpg
200606617,0,원형,yellow,yellow,D:/drug/image\200606617.jpg
200702384,0,장방형,red_brown,black_blue_purple,D:/drug/image\200702384.jpg
200702574,0,원형,red_brown,red_brown,D:/drug/image\200702574.jpg
200703852,0,타원형,white,white,D:/drug/image\200703852.jpg
199907332,0,원형,white,white,D:/drug/image\199907332.jpg
198902794,0,타원형,black_blue_purple,black_blue_purple,D:/drug/image\198902794.jpg
198902796,0,원형,yellow,yellow,D:/drug/image\198902796.jpg
198902797,0,원형,white,white,D:/drug/image\198902797.jpg
199203462,0,원형,yellow,yellow,D:/drug/image\199203462.jpg
199203463,0,원형,yellow,yellow,D:/drug/image\199203463.jpg
